id;territory_type;r;g;b;name;owner
4380;ocean;27;9;103;NONE;NONE
4381;ocean;21;3;149;NONE;NONE
4382;ocean;18;0;123;NONE;NONE
4383;ocean;58;79;139;NONE;NONE
4384;ocean;25;60;155;NONE;NONE
4385;ocean;47;57;131;NONE;NONE
4386;ocean;18;51;102;NONE;NONE
4387;ocean;4;16;116;NONE;NONE
4388;ocean;5;1;139;NONE;NONE
4389;ocean;23;3;112;NONE;NONE
4390;ocean;45;5;118;NONE;NONE
4391;ocean;32;1;113;NONE;NONE
4392;ocean;13;41;149;NONE;NONE
4393;ocean;29;15;166;NONE;NONE
4394;ocean;12;44;155;NONE;NONE
4395;ocean;18;41;136;NONE;NONE
4396;ocean;13;52;166;NONE;NONE
4397;ocean;10;13;101;NONE;NONE
4398;ocean;30;13;142;NONE;NONE
4399;ocean;30;50;124;NONE;NONE
4400;ocean;40;60;135;NONE;NONE
4401;ocean;22;31;165;NONE;NONE
4402;ocean;9;1;138;NONE;NONE
4403;ocean;38;45;104;NONE;NONE
4404;ocean;7;10;137;NONE;NONE
4405;ocean;23;13;135;NONE;NONE
4406;ocean;27;27;158;NONE;NONE
4407;ocean;42;49;115;NONE;NONE
4408;ocean;36;63;161;NONE;NONE
4409;ocean;16;45;102;NONE;NONE
4410;ocean;34;59;119;NONE;NONE
4411;ocean;41;40;166;NONE;NONE
4412;ocean;25;58;104;NONE;NONE
4413;ocean;15;71;115;NONE;NONE
4414;ocean;20;54;131;NONE;NONE
4415;ocean;23;10;140;NONE;NONE
4416;ocean;34;68;105;NONE;NONE
4417;ocean;39;32;149;NONE;NONE
4418;ocean;53;10;103;NONE;NONE
4419;ocean;47;36;126;NONE;NONE
4420;ocean;23;53;168;NONE;NONE
4421;ocean;32;22;109;NONE;NONE
4422;ocean;36;11;141;NONE;NONE
4423;ocean;59;72;105;NONE;NONE
4424;ocean;0;18;133;NONE;NONE
4425;ocean;59;48;160;NONE;NONE
4426;ocean;3;53;102;NONE;NONE
4427;ocean;38;11;172;NONE;NONE
4428;ocean;43;59;129;NONE;NONE
4429;ocean;42;43;169;NONE;NONE
4430;ocean;53;15;150;NONE;NONE
4431;ocean;30;70;105;NONE;NONE
4432;ocean;33;57;107;NONE;NONE
4433;ocean;45;69;160;NONE;NONE
4434;ocean;57;9;108;NONE;NONE
4435;ocean;43;76;130;NONE;NONE
4436;ocean;3;55;151;NONE;NONE
4437;ocean;10;18;113;NONE;NONE
4438;ocean;9;39;140;NONE;NONE
4439;ocean;47;31;165;NONE;NONE
4440;ocean;43;13;179;NONE;NONE
4441;ocean;12;46;104;NONE;NONE
4442;ocean;10;52;151;NONE;NONE
4443;ocean;45;37;122;NONE;NONE
4444;ocean;58;34;167;NONE;NONE
4445;ocean;55;75;143;NONE;NONE
4446;ocean;24;33;179;NONE;NONE
4447;ocean;34;30;175;NONE;NONE
4448;ocean;53;2;172;NONE;NONE
4449;ocean;39;28;164;NONE;NONE
4450;ocean;26;15;147;NONE;NONE
4451;ocean;8;65;178;NONE;NONE
4452;ocean;19;11;121;NONE;NONE
4453;ocean;40;41;177;NONE;NONE
4454;ocean;0;51;166;NONE;NONE
4455;ocean;59;79;151;NONE;NONE
4456;ocean;48;62;100;NONE;NONE
4457;ocean;45;53;124;NONE;NONE
4458;ocean;7;22;101;NONE;NONE
4459;ocean;10;33;124;NONE;NONE
4460;ocean;40;10;127;NONE;NONE
4461;ocean;54;41;119;NONE;NONE
4462;ocean;16;30;140;NONE;NONE
4463;ocean;50;74;171;NONE;NONE
4464;ocean;53;23;170;NONE;NONE
4465;ocean;48;40;156;NONE;NONE
4466;ocean;28;10;163;NONE;NONE
4467;ocean;30;68;150;NONE;NONE
4468;ocean;45;64;156;NONE;NONE
4469;ocean;2;66;160;NONE;NONE
4470;ocean;55;36;109;NONE;NONE
4471;ocean;30;44;130;NONE;NONE
4472;ocean;40;7;139;NONE;NONE
4473;ocean;14;52;106;NONE;NONE
4474;ocean;20;67;176;NONE;NONE
4475;ocean;15;48;170;NONE;NONE
4476;ocean;34;6;156;NONE;NONE
4477;ocean;39;45;159;NONE;NONE
4478;ocean;57;30;179;NONE;NONE
4479;ocean;35;31;142;NONE;NONE
4480;ocean;32;54;159;NONE;NONE
4481;ocean;31;22;128;NONE;NONE
4482;ocean;13;27;176;NONE;NONE
4483;ocean;50;14;124;NONE;NONE
4484;ocean;44;9;146;NONE;NONE
4485;ocean;43;66;166;NONE;NONE
4486;ocean;57;51;133;NONE;NONE
4487;ocean;47;57;160;NONE;NONE
4488;ocean;25;34;143;NONE;NONE
4489;ocean;17;71;146;NONE;NONE
4490;ocean;1;7;119;NONE;NONE
4491;ocean;7;29;108;NONE;NONE
4492;ocean;40;57;159;NONE;NONE
4493;ocean;58;78;150;NONE;NONE
4494;ocean;26;56;173;NONE;NONE
4495;ocean;10;79;108;NONE;NONE
4496;ocean;19;71;160;NONE;NONE
4497;ocean;6;58;145;NONE;NONE
4498;ocean;48;57;151;NONE;NONE
4499;ocean;31;57;115;NONE;NONE
4500;ocean;42;41;117;NONE;NONE
4501;ocean;30;57;103;NONE;NONE
4502;ocean;41;41;118;NONE;NONE
4503;ocean;50;5;170;NONE;NONE
4504;ocean;50;60;150;NONE;NONE
4505;ocean;4;3;166;NONE;NONE
4506;ocean;6;11;168;NONE;NONE
4507;ocean;43;11;113;NONE;NONE
4508;ocean;46;27;137;NONE;NONE
4509;ocean;9;14;122;NONE;NONE
4510;ocean;20;33;115;NONE;NONE
4511;ocean;22;31;158;NONE;NONE
4512;ocean;16;65;110;NONE;NONE
4513;ocean;47;39;138;NONE;NONE
4514;ocean;15;50;156;NONE;NONE
